fdc_id,description,food_category_id
328303,"vitamin b12, cheese, cheddar, natural shredded sharp, store brand, skroger ",1
328312,"retinol, cheese, cheddar, natural shredded sharp, kraft ",1
328313,"minerals, cheese, cheddar, natural shredded sharp, kraft ",1
328314,"niacin, cheese, cheddar, natural shredded sharp, kraft ",1
328315,"proximates, cheese, cheddar, natural shredded sharp, kraft ",1
328316,"riboflavin, cheese, cheddar, natural shredded sharp, kraft ",1
328317,"selenium, cheese, cheddar, natural shredded sharp, kraft ",1
328318,"sugars, cheese, cheddar, natural shredded sharp, kraft ",1
328319,"thiamin, cheese, cheddar, natural shredded sharp, kraft ",1
328320,"vitamin b6, cheese, cheddar, natural shredded sharp, kraft ",1
328321,"fatty acids, cheese, cheddar, natural shredded sharp, kraft ",1
328322,"pantothenic acid, cheese, cheddar, natural shredded sharp, kraft ",1
328323,"vitamin b12, cheese, cheddar, natural shredded sharp, kraft ",1
328365,"minerals, cheese, cheddar, natural shredded mild, kraft ",1
328366,"niacin, cheese, cheddar, natural shredded mild, kraft ",1
328367,"proximates, cheese, cheddar, natural shredded mild, kraft ",1
328368,"riboflavin, cheese, cheddar, natural shredded mild, kraft ",1
328369,"selenium, cheese, cheddar, natural shredded mild, kraft ",1
328370,"thiamin, cheese, cheddar, natural shredded mild, kraft ",1
328371,"vitamin b6, cheese, cheddar, natural shredded mild, kraft ",1
328372,"fatty acids, cheese, cheddar, natural shredded mild, kraft ",1
328373,"pantothenic acid, cheese, cheddar, natural shredded mild, kraft ",1
328374,"vitamin b12, cheese, cheddar, natural shredded mild, kraft ",1
328382,"minerals, cheese, cheddar, natural shredded mild, store brand, great value ",1
328383,"niacin, cheese, cheddar, natural shredded mild, store brand, great value ",1
328384,"riboflavin, cheese, cheddar, natural shredded mild, store brand, great value ",1
328385,"selenium, cheese, cheddar, natural shredded mild, store brand, great value ",1
328386,"sugars, cheese, cheddar, natural shredded mild, store brand, great value ",1
328387,"thiamin, cheese, cheddar, natural shredded mild, store brand, great value ",1
328388,"vitamin b6, cheese, cheddar, natural shredded mild, store brand, great value ",1
328389,"fatty acids, cheese, cheddar, natural shredded mild, store brand, great value ",1
328390,"pantothenic acid, cheese, cheddar, natural shredded mild, store brand, great value ",1
328391,"vitamin b12, cheese, cheddar, natural shredded mild, store brand, great value ",1
328402,"minerals, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328403,"niacin, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328404,"proximates, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328405,"riboflavin, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328406,"selenium, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328407,"thiamin, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328408,"vitamin b6, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328409,"fatty acids, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328410,"pantothenic acid, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328411,"vitamin b12, cheese, cheddar, natural shredded mild, store brand, wegmans ",1
328420,"minerals, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328421,"niacin, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328422,"proximates, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328423,"riboflavin, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328424,"selenium, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328425,"thiamin, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328426,"vitamin b6, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328427,"fatty acids, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328428,"pantothenic acid, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328429,"vitamin b12, cheese, cheddar, natural shredded mild, store brand, skroger ",1
328439,"minerals, cheese, cheddar, mild, block/chunk kraft ",1
328440,"fatty acids, cheese, cheddar, mild, block/chunk kraft ",1
328441,"proximates, cheese, cheddar, mild, block/chunk kraft ",1
328448,"selenium, cheese, cheddar, sharp, block/chunk kraft ",1
328449,"thiamin, cheese, cheddar, sharp, block/chunk kraft ",1
328450,"vitamin b6, cheese, cheddar, sharp, block/chunk kraft ",1
328451,"fatty acids, cheese, cheddar, sharp, block/chunk kraft ",1
328452,"proximates, cheese, cheddar, sharp, block/chunk kraft ",1
328453,"vitamin b12, cheese, cheddar, sharp, block/chunk kraft ",1
328461,"minerals, cheese, cheddar, mild, block/chunk kraft ",1
328462,"niacin, cheese, cheddar, mild, block/chunk kraft ",1
328463,"pantothenic acid, cheese, cheddar, mild, block/chunk kraft ",1
328464,"selenium, cheese, cheddar, mild, block/chunk kraft ",1
328465,"thiamin, cheese, cheddar, mild, block/chunk kraft ",1
328466,"vitamin b6, cheese, cheddar, mild, block/chunk kraft ",1
328467,"fatty acids, cheese, cheddar, mild, block/chunk kraft ",1
328468,"proximates, cheese, cheddar, mild, block/chunk kraft ",1
328469,"vitamin b12, cheese, cheddar, mild, block/chunk kraft ",1
328470,"riboflavin, cheese, cheddar, mild, block/chunk kraft ",1
328477,"minerals, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328478,"niacin, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328479,"pantothenic acid, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328480,"riboflavin, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328481,"selenium, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328482,"sugars, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328483,"thiamin, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328484,"vitamin b6, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328485,"fatty acids, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328486,"proximates, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328487,"vitamin b12, cheese, cheddar, mild, block/chunk, store brand, great value ",1
328496,"minerals, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328497,"niacin, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328498,"pantothenic acid, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328499,"riboflavin, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328500,"selenium, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328501,"thiamin, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328502,"vitamin b6, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328503,"fatty acids, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328504,"proximates, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328505,"vitamin b12, cheese, cheddar, mild, block/chunk, store brand, food club  ",1
328514,"retinol, cheese, cheddar, mild, block/chunk kraft ",1
328515,"minerals, cheese, cheddar, mild, block/chunk kraft ",1
328516,"niacin, cheese, cheddar, mild, block/chunk kraft ",1
328517,"pantothenic acid, cheese, cheddar, mild, block/chunk kraft ",1
328518,"riboflavin, cheese, cheddar, mild, block/chunk kraft ",1
328519,"selenium, cheese, cheddar, mild, block/chunk kraft ",1
328520,"sugars, cheese, cheddar, mild, block/chunk kraft ",1
328521,"thiamin, cheese, cheddar, mild, block/chunk kraft ",1
328522,"vitamin b6, cheese, cheddar, mild, block/chunk kraft ",1
328523,"fatty acids, cheese, cheddar, mild, block/chunk kraft ",1
328524,"proximates, cheese, cheddar, mild, block/chunk kraft ",1
328525,"vitamin b12, cheese, cheddar, mild, block/chunk kraft ",1
328571,"retinol, cheese, cheddar, sharp, block/chunk kraft ",1
328572,"minerals, cheese, cheddar, sharp, block/chunk kraft ",1
328573,"niacin, cheese, cheddar, sharp, block/chunk kraft ",1
328574,"pantothenic acid, cheese, cheddar, sharp, block/chunk kraft ",1
328575,"riboflavin, cheese, cheddar, sharp, block/chunk kraft ",1
328576,"selenium, cheese, cheddar, sharp, block/chunk kraft ",1
328577,"sugars, cheese, cheddar, sharp, block/chunk kraft ",1
328578,"thiamin, cheese, cheddar, sharp, block/chunk kraft ",1
328579,"vitamin b6, cheese, cheddar, sharp, block/chunk kraft ",1
328580,"fatty acids, cheese, cheddar, sharp, block/chunk kraft ",1
328581,"proximates, cheese, cheddar, sharp, block/chunk kraft ",1
328582,"vitamin b12, cheese, cheddar, sharp, block/chunk kraft ",1
328643,"minerals, cottage cheese, 2% milkfat, breakstone ",1
328644,"fatty acids, cottage cheese, 2% milkfat, breakstone ",1
328645,"proximates, cottage cheese, 2% milkfat, breakstone ",1
328649,"minerals, cottage cheese, 2% milkfat, breakstone ",1
328650,"fatty acids, cottage cheese, 2% milkfat, breakstone ",1
328651,"proximates, cottage cheese, 2% milkfat, breakstone ",1
328657,"minerals, cottage cheese, 2% milkfat, store brand/other brand, hy vee & daisy ",1
328658,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, hy vee & daisy ",1
328659,"proximates, cottage cheese, 2% milkfat, store brand/other brand, hy vee & daisy ",1
328665,"retinol, cottage cheese, 2% milkfat, daisy ",1
328666,"cholesterol, cottage cheese, 2% milkfat, daisy ",1
328667,"folate, cottage cheese, 2% milkfat, daisy ",1
328668,"minerals, cottage cheese, 2% milkfat, daisy ",1
328669,"niacin, cottage cheese, 2% milkfat, daisy ",1
328670,"riboflavin, cottage cheese, 2% milkfat, daisy ",1
328671,"selenium, cottage cheese, 2% milkfat, daisy ",1
328672,"sugars, cottage cheese, 2% milkfat, daisy ",1
328673,"thiamin, cottage cheese, 2% milkfat, daisy ",1
328674,"vitamin b6, cottage cheese, 2% milkfat, daisy ",1
328675,"fatty acids, cottage cheese, 2% milkfat, daisy ",1
328676,"pantothenic acid, cottage cheese, 2% milkfat, daisy ",1
328677,"proximates, cottage cheese, 2% milkfat, daisy ",1
328678,"vitamin b12, cottage cheese, 2% milkfat, daisy ",1
328684,"vitamin b6, cottage cheese, 2% milkfat, breakstone ",1
328685,"fatty acids, cottage cheese, 2% milkfat, breakstone ",1
328686,"tocopherols, cottage cheese, 2% milkfat, breakstone ",1
328687,"proximates, cottage cheese, 2% milkfat, breakstone ",1
328688,"vitamin b12, cottage cheese, 2% milkfat, breakstone ",1
328689,"cholesterol, cottage cheese, 2% milkfat, breakstone ",1
328690,"minerals, cottage cheese, 2% milkfat, breakstone ",1
328691,"niacin, cottage cheese, 2% milkfat, breakstone ",1
328692,"riboflavin, cottage cheese, 2% milkfat, breakstone ",1
328693,"selenium, cottage cheese, 2% milkfat, breakstone ",1
328694,"thiamin, cottage cheese, 2% milkfat, breakstone ",1
328700,"tocopherols, cottage cheese, 2% milkfat, breakstone ",1
328701,"cholesterol, cottage cheese, 2% milkfat, breakstone ",1
328702,"folate, cottage cheese, 2% milkfat, breakstone ",1
328703,"minerals, cottage cheese, 2% milkfat, breakstone ",1
328704,"niacin, cottage cheese, 2% milkfat, breakstone ",1
328705,"riboflavin, cottage cheese, 2% milkfat, breakstone ",1
328706,"selenium, cottage cheese, 2% milkfat, breakstone ",1
328707,"thiamin, cottage cheese, 2% milkfat, breakstone ",1
328708,"vitamin b6, cottage cheese, 2% milkfat, breakstone ",1
328709,"fatty acids, cottage cheese, 2% milkfat, breakstone ",1
328710,"pantothenic acid, cottage cheese, 2% milkfat, breakstone ",1
328711,"proximates, cottage cheese, 2% milkfat, breakstone ",1
328712,"vitamin b12, cottage cheese, 2% milkfat, breakstone ",1
328718,"minerals, cottage cheese, 2% milkfat, store brand/other brand, kraft simply & meadow gold viva ",1
328719,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, kraft simply & meadow gold viva ",1
328720,"proximates, cottage cheese, 2% milkfat, store brand/other brand, kraft simply & meadow gold viva ",1
328726,"minerals, cottage cheese, 2% milkfat, store brand/other brand, friendship & horizon organic ",1
328727,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, friendship & horizon organic ",1
328728,"proximates, cottage cheese, 2% milkfat, store brand/other brand, friendship & horizon organic ",1
328733,"minerals, cottage cheese, 2% milkfat, store brand/other brand, friendship all natural & hyvee ",1
328734,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, friendship all natural & hyvee ",1
328735,"proximates, cottage cheese, 2% milkfat, store brand/other brand, friendship all natural & hyvee ",1
328741,"cholesterol & moisture, cottage cheese, 2% milkfat, daisy ",1
328742,"minerals, cottage cheese, 2% milkfat, daisy ",1
328743,"niacin, cottage cheese, 2% milkfat, daisy ",1
328744,"riboflavin, cottage cheese, 2% milkfat, daisy ",1
328745,"selenium, cottage cheese, 2% milkfat, daisy ",1
328746,"thiamin, cottage cheese, 2% milkfat, daisy ",1
328747,"vitamin b6, cottage cheese, 2% milkfat, daisy ",1
328748,"fatty acids, cottage cheese, 2% milkfat, daisy ",1
328749,"proximates, cottage cheese, 2% milkfat, daisy ",1
328750,"vitamin b12, cottage cheese, 2% milkfat, daisy ",1
328756,"retinol, cottage cheese, 2% milkfat, knudsen ",1
328757,"cholesterol, cottage cheese, 2% milkfat, knudsen ",1
328758,"minerals, cottage cheese, 2% milkfat, knudsen ",1
328759,"niacin, cottage cheese, 2% milkfat, knudsen ",1
328760,"riboflavin, cottage cheese, 2% milkfat, knudsen ",1
328761,"selenium, cottage cheese, 2% milkfat, knudsen ",1
328762,"sugars, cottage cheese, 2% milkfat, knudsen ",1
328763,"thiamin, cottage cheese, 2% milkfat, knudsen ",1
328764,"vitamin b6, cottage cheese, 2% milkfat, knudsen ",1
328765,"fatty acids, cottage cheese, 2% milkfat, knudsen ",1
328766,"pantothenic acid, cottage cheese, 2% milkfat, knudsen ",1
328767,"proximates, cottage cheese, 2% milkfat, knudsen ",1
328768,"vitamin b12, cottage cheese, 2% milkfat, knudsen ",1
328774,"cholesterol, cottage cheese, 2% milkfat, daisy ",1
328775,"minerals, cottage cheese, 2% milkfat, daisy ",1
328776,"niacin, cottage cheese, 2% milkfat, daisy ",1
328777,"riboflavin, cottage cheese, 2% milkfat, daisy ",1
328778,"selenium, cottage cheese, 2% milkfat, daisy ",1
328779,"thiamin, cottage cheese, 2% milkfat, daisy ",1
328780,"vitamin b6, cottage cheese, 2% milkfat, daisy ",1
328781,"fatty acids, cottage cheese, 2% milkfat, daisy ",1
328782,"pantothenic acid, cottage cheese, 2% milkfat, daisy ",1
328783,"proximates, cottage cheese, 2% milkfat, daisy ",1
328784,"vitamin b12, cottage cheese, 2% milkfat, daisy ",1
328790,"minerals, cottage cheese, 2% milkfat, store brand/other brand, king soopers & kraft ",1
328791,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, king soopers & kraft ",1
328792,"proximates, cottage cheese, 2% milkfat, store brand/other brand, king soopers & kraft ",1
328798,"cholesterol, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328799,"minerals, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328800,"niacin, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328801,"riboflavin, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328802,"selenium, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328803,"thiamin, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328804,"vitamin b6, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328805,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328806,"pantothenic acid, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328807,"proximates, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328808,"vitamin b12, cottage cheese, 2% milkfat, store brand/other brand, kroger & safeway ",1
328814,"cholesterol, cottage cheese, 2% milkfat, daisy ",1
328815,"niacin, cottage cheese, 2% milkfat, daisy ",1
328816,"riboflavin, cottage cheese, 2% milkfat, daisy ",1
328817,"selenium, cottage cheese, 2% milkfat, daisy ",1
328818,"thiamin, cottage cheese, 2% milkfat, daisy ",1
328819,"vitamin b6, cottage cheese, 2% milkfat, daisy ",1
328820,"fatty acids, cottage cheese, 2% milkfat, daisy ",1
328821,"proximates, cottage cheese, 2% milkfat, daisy ",1
328822,"vitamin b12, cottage cheese, 2% milkfat, daisy ",1
328823,"minerals, cottage cheese, 2% milkfat, daisy ",1
328829,"cholesterol, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328830,"minerals, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328831,"niacin, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328832,"riboflavin, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328833,"selenium, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328834,"thiamin, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328835,"vitamin b6, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328836,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328837,"pantothenic acid, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328838,"proximates, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328839,"vitamin b12, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328840,"fatty acids, cottage cheese, 2% milkfat, store brand/other brand, sunnyside farms & daisy ",1
328901,"vitamin k, mozzarella cheese, low-moisture, part-skim, sargento ",1
328966,"vitamin b12, mozzarella cheese, low-moisture, part-skim, kraft ",1
328999,"vitamin k, mozzarella cheese, low-moisture, part-skim, kraft ",1
329135,"minerals, cheese, string ",1
329136,"proximates, cheese, string ",1
329137,"fatty acids, cheese, string ",1
329143,"minerals, cheese, string ",1
329144,"fatty acids, cheese, string ",1
329145,"pantothenic acid, cheese, string ",1
329146,"proximates, cheese, string ",1
329150,"minerals, cheese, string ",1
329151,"niacin, cheese, string ",1
329152,"riboflavin, cheese, string ",1
329153,"thiamin, cheese, string ",1
329154,"vitamin b6, cheese, string ",1
329155,"fatty acids, cheese, string ",1
329156,"proximates, cheese, string ",1
329157,"vitamin b12, cheese, string ",1
329163,"proximates, cheese, string ",1
329164,"riboflavin, cheese, string ",1
329165,"thiamin, cheese, string ",1
329166,"vitamin b6, cheese, string ",1
329167,"fatty acids, cheese, string ",1
329168,"vitamin b12, cheese, string ",1
329177,"proximates, cheese, string ",1
329178,"riboflavin, cheese, string ",1
329179,"selenium, cheese, string ",1
329180,"thiamin, cheese, string ",1
329181,"vitamin b6, cheese, string ",1
329182,"fatty acids, cheese, string ",1
329194,"minerals, cheese, string ",1
329195,"fatty acids, cheese, string ",1
329196,"pantothenic acid, cheese, string ",1
329197,"proximates, cheese, string ",1
329205,"minerals, cheese, string ",1
329206,"niacin, cheese, string ",1
329207,"proximates, cheese, string ",1
329208,"riboflavin, cheese, string ",1
329209,"selenium, cheese, string ",1
329210,"thiamin, cheese, string ",1
329211,"vitamin b6, cheese, string ",1
329212,"fatty acids, cheese, string ",1
329213,"vitamin b12, cheese, string ",1
329221,"minerals, cheese, string ",1
329222,"fatty acids, cheese, string ",1
329223,"proximates, cheese, string ",1
329228,"minerals, cheese, string ",1
329229,"pantothenic acid, cheese, string ",1
329230,"fatty acids, cheese, string ",1
329231,"proximates, cheese, string ",1
329236,"minerals, cheese, string ",1
329237,"pantothenic acid, cheese, string ",1
329238,"proximates, cheese, string ",1
329239,"fatty acids, cheese, string ",1
329245,"minerals, cheese, string ",1
329246,"niacin, cheese, string ",1
329247,"riboflavin, cheese, string ",1
329248,"selenium, cheese, string ",1
329249,"thiamin, cheese, string ",1
329250,"vitamin b6, cheese, string ",1
329251,"fatty acids, cheese, string ",1
329252,"proximates, cheese, string ",1
329253,"vitamin b12, cheese, string ",1
329260,"minerals, cheese, string ",1
329261,"niacin, cheese, string ",1
329262,"riboflavin, cheese, string ",1
329263,"selenium, cheese, string ",1
329264,"thiamin, cheese, string ",1
329265,"vitamin b6, cheese, string ",1
329266,"fatty acids, cheese, string ",1
329267,"proximates, cheese, string ",1
329268,"vitamin b12, cheese, string ",1
329276,"minerals, cheese, string ",1
329277,"proximates, cheese, string ",1
329278,"fatty acids, cheese, string ",1
329284,"minerals, cheese, string ",1
329285,"niacin, cheese, string ",1
329286,"proximates, cheese, string ",1
329287,"riboflavin, cheese, string ",1
329288,"selenium, cheese, string ",1
329289,"thiamin, cheese, string ",1
329290,"vitamin b6, cheese, string ",1
329291,"fatty acids, cheese, string ",1
329292,"vitamin b12, cheese, string ",1
329299,"minerals, cheese, string ",1
329300,"niacin, cheese, string ",1
329301,"proximates, cheese, string ",1
329302,"riboflavin, cheese, string ",1
329303,"thiamin, cheese, string ",1
329304,"vitamin b6, cheese, string ",1
329305,"fatty acids, cheese, string ",1
329306,"vitamin b12, cheese, string ",1
329321,"minerals, cheese, string ",1
329322,"niacin, cheese, string ",1
329323,"proximates, cheese, string ",1
329324,"riboflavin, cheese, string ",1
329325,"selenium, cheese, string ",1
329326,"thiamin, cheese, string ",1
329327,"vitamin b6, cheese, string ",1
329328,"fatty acids, cheese, string ",1
329329,"vitamin b12, cheese, string ",1
329336,"minerals, cheese, string ",1
329337,"niacin, cheese, string ",1
329338,"riboflavin, cheese, string ",1
329339,"selenium, cheese, string ",1
329340,"thiamin, cheese, string ",1
329341,"vitamin b6, cheese, string ",1
329342,"fatty acids, cheese, string ",1
329343,"proximates, cheese, string ",1
329344,"vitamin b12, cheese, string ",1
329353,"minerals, cheese, string ",1
329354,"fatty acids, cheese, string ",1
329355,"proximates, cheese, string ",1
330143,"minerals, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330144,"proximates, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330150,"minerals, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330151,"proximates, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330157,"minerals, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330158,"proximates, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330159,"pantothenic acid, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330160,"vitamin b12, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330170,"minerals, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330171,"niacin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330172,"proximates, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330173,"riboflavin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330174,"selenium, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330175,"sugars, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330176,"thiamin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330177,"vitamin b6, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330191,"minerals, yogurt, greek, strawberry, non-fat, fage total ",1
330192,"niacin, yogurt, greek, strawberry, non-fat, fage total ",1
330193,"proximates, yogurt, greek, strawberry, non-fat, fage total ",1
330194,"riboflavin, yogurt, greek, strawberry, non-fat, fage total ",1
330195,"selenium, yogurt, greek, strawberry, non-fat, fage total ",1
330196,"pantothenic acid, yogurt, greek, strawberry, non-fat, fage total ",1
330197,"sugars, yogurt, greek, strawberry, non-fat, fage total ",1
330198,"thiamin, yogurt, greek, strawberry, non-fat, fage total ",1
330199,"vitamin b12, yogurt, greek, strawberry, non-fat, fage total ",1
330200,"vitamin b6, yogurt, greek, strawberry, non-fat, fage total ",1
330209,"minerals, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330210,"niacin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330211,"proximates, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330212,"riboflavin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330213,"selenium, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330214,"vitamin d, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330215,"pantothenic acid, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330216,"starch, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330217,"sugars, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330218,"thiamin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330219,"vitamin b12, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330220,"vitamin b6, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330234,"minerals, yogurt, greek, strawberry, non-fat, chobani ",1
330235,"proximates, yogurt, greek, strawberry, non-fat, chobani ",1
330245,"folate, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330246,"minerals, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330247,"niacin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330248,"proximates, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330249,"riboflavin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330250,"selenium, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330251,"fatty acids, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330252,"sugars, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330253,"tdf, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330254,"thiamin, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330255,"vitamin b6, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330256,"vitamin c, yogurt, greek, strawberry, non-fat, dannon oikos ",1
330270,"minerals, yogurt, greek, strawberry, non-fat, chobani ",1
330271,"niacin, yogurt, greek, strawberry, non-fat, chobani ",1
330272,"proximates, yogurt, greek, strawberry, non-fat, chobani ",1
330273,"riboflavin, yogurt, greek, strawberry, non-fat, chobani ",1
330274,"selenium, yogurt, greek, strawberry, non-fat, chobani ",1
330275,"sugars, yogurt, greek, strawberry, non-fat, chobani ",1
330276,"thiamin, yogurt, greek, strawberry, non-fat, chobani ",1
330277,"vitamin b6, yogurt, greek, strawberry, non-fat, chobani ",1
330278,"vitamin c, yogurt, greek, strawberry, non-fat, chobani ",1
330290,"minerals, yogurt, greek, strawberry, non-fat, chobani ",1
330291,"proximates, yogurt, greek, strawberry, non-fat, chobani ",1
330303,"minerals, yogurt, greek, strawberry, non-fat, chobani ",1
330304,"proximates, yogurt, greek, strawberry, non-fat, chobani ",1
330305,"pantothenic acid, yogurt, greek, strawberry, non-fat, chobani ",1
330306,"vitamin b12, yogurt, greek, strawberry, non-fat, chobani ",1
330320,"minerals, yogurt, greek, strawberry, non-fat, fage total ",1
330321,"niacin, yogurt, greek, strawberry, non-fat, fage total ",1
330322,"proximates, yogurt, greek, strawberry, non-fat, fage total ",1
330323,"riboflavin, yogurt, greek, strawberry, non-fat, fage total ",1
330324,"selenium, yogurt, greek, strawberry, non-fat, fage total ",1
330325,"sugars, yogurt, greek, strawberry, non-fat, fage total ",1
330326,"thiamin, yogurt, greek, strawberry, non-fat, fage total ",1
330327,"vitamin b12, yogurt, greek, strawberry, non-fat, fage total ",1
330328,"vitamin b6, yogurt, greek, strawberry, non-fat, fage total ",1
330342,"minerals, yogurt, greek, strawberry, non-fat, fage total ",1
330343,"niacin, yogurt, greek, strawberry, non-fat, fage total ",1
330344,"proximates, yogurt, greek, strawberry, non-fat, fage total ",1
330345,"riboflavin, yogurt, greek, strawberry, non-fat, fage total ",1
330346,"selenium, yogurt, greek, strawberry, non-fat, fage total ",1
330347,"pantothenic acid, yogurt, greek, strawberry, non-fat, fage total ",1
330348,"sugars, yogurt, greek, strawberry, non-fat, fage total ",1
330349,"thiamin, yogurt, greek, strawberry, non-fat, fage total ",1
330350,"vitamin b12, yogurt, greek, strawberry, non-fat, fage total ",1
330351,"vitamin b6, yogurt, greek, strawberry, non-fat, fage total ",1
330365,"proximates, yogurt, greek, strawberry, non-fat, chobani ",1
330366,"riboflavin, yogurt, greek, strawberry, non-fat, chobani ",1
330367,"selenium, yogurt, greek, strawberry, non-fat, chobani ",1
